mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.9,"8km SE of Borrego Springs, CA",1645791114850,1645819443200,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193352&format=geojson,,,,,reviewed,0,12,ci,40193352,",ci40193352,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36.0,0.0497,0.18,49.0,ml,earthquake,"M 0.9 - 8km SE of Borrego Springs, CA"
0.25,"6km W of Cobb, CA",1645790791830,1645859954938,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697776&format=geojson,,,,,reviewed,0,1,nc,73697776,",nc73697776,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01043,0.01,89.0,md,earthquake,"M 0.3 - 6km W of Cobb, CA"
1.19,"21 km SW of Atka, Alaska",1645789766840,1645821393600,,https://earthquake.usgs.gov/earthquakes/eventpage/av91500096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91500096&format=geojson,,,,,reviewed,0,22,av,91500096,",av91500096,",",av,",",origin,phase-data,",6.0,,0.06,334.0,ml,earthquake,"M 1.2 - 21 km SW of Atka, Alaska"
1.18,"1 km N of La Parguera, Puerto Rico",1645789607890,1645799383390,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71337263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71337263&format=geojson,,,,,reviewed,0,21,pr,71337263,",pr71337263,",",pr,",",origin,phase-data,",3.0,,0.48,201.0,md,earthquake,"M 1.2 - 1 km N of La Parguera, Puerto Rico"
4.4,"76 km NNE of Ruteng, Indonesia",1645789591173,1646566528040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h1f2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h1f2&format=geojson,,,,,reviewed,0,298,us,6000h1f2,",us6000h1f2,",",us,",",origin,phase-data,",,1.649,0.59,88.0,mb,earthquake,"M 4.4 - 76 km NNE of Ruteng, Indonesia"
4.5,"67 km NNE of Ruteng, Indonesia",1645789497613,1646565479040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h1f1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h1f1&format=geojson,,,,,reviewed,0,312,us,6000h1f1,",us6000h1f1,",",us,",",origin,phase-data,",,1.621,0.43,108.0,mb,earthquake,"M 4.5 - 67 km NNE of Ruteng, Indonesia"
0.84,"7km NW of The Geysers, CA",1645789249400,1645794370562,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697771&format=geojson,,,,,automatic,0,11,nc,73697771,",nc73697771,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01711,0.02,74.0,md,earthquake,"M 0.8 - 7km NW of The Geysers, CA"
2.23,"1 km SSW of Guayanilla, Puerto Rico",1645788782690,1645789659460,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71337238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71337238&format=geojson,,,,,reviewed,0,77,pr,71337238,",pr71337238,",",pr,",",origin,phase-data,",11.0,,0.24,146.0,md,earthquake,"M 2.2 - 1 km SSW of Guayanilla, Puerto Rico"
0.82,"9 km S of Beaver, Utah",1645788591910,1645807279270,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60483242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60483242&format=geojson,,,,,reviewed,0,10,uu,60483242,",uu60483242,",",uu,",",origin,phase-data,",11.0,0.08908,0.05,232.0,md,earthquake,"M 0.8 - 9 km S of Beaver, Utah"
1.19,"89 km NE of Nikolski, Alaska",1645788434220,1645837225200,,https://earthquake.usgs.gov/earthquakes/eventpage/av91050278,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91050278&format=geojson,,,,,reviewed,0,22,av,91050278,",av91050278,",",av,",",origin,phase-data,",6.0,,0.24,287.0,ml,earthquake,"M 1.2 - 89 km NE of Nikolski, Alaska"
2.6,"43 km NE of Pedro Bay, Alaska",1645788172183,1647078377040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222kss0zv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222kss0zv&format=geojson,,,,,reviewed,0,104,ak,0222kss0zv,",us6000h034,ak0222kss0zv,",",us,ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 2.6 - 43 km NE of Pedro Bay, Alaska"
1.48,"11km NW of Pinnacles, CA",1645788058780,1645866851628,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697766&format=geojson,1.0,2.0,,,reviewed,0,34,nc,73697766,",nc73697766,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.0442,0.07,127.0,md,earthquake,"M 1.5 - 11km NW of Pinnacles, CA"
1.14,"7km SW of Byron, CA",1645787792570,1645860370979,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697761,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697761&format=geojson,,,,,reviewed,0,20,nc,73697761,",nc73697761,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.04712,0.09,167.0,md,earthquake,"M 1.1 - 7km SW of Byron, CA"
1.8,"66 km WNW of Petersville, Alaska",1645787721538,1645788016298,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222ksqgm0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222ksqgm0&format=geojson,,,,,automatic,0,50,ak,0222ksqgm0,",ak0222ksqgm0,",",ak,",",origin,",,,0.52,,ml,earthquake,"M 1.8 - 66 km WNW of Petersville, Alaska"
4.3,"79 km SSE of Kuril’sk, Russia",1645787427489,1647078269040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h033,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h033&format=geojson,,,,,reviewed,0,284,us,6000h033,",us6000h033,",",us,",",origin,phase-data,",,4.03,0.58,98.0,mb,earthquake,"M 4.3 - 79 km SSE of Kuril’sk, Russia"
0.42,"38 km SSW of Silver Gate, Montana",1645787380370,1645806999720,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60483237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60483237&format=geojson,,,,,reviewed,0,3,uu,60483237,",uu60483237,",",uu,",",origin,phase-data,",10.0,0.06562,0.12,69.0,md,earthquake,"M 0.4 - 38 km SSW of Silver Gate, Montana"
4.2,Banda Sea,1645787343431,1646564670040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h1f0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h1f0&format=geojson,,,,,reviewed,0,271,us,6000h1f0,",us6000h1f0,",",us,",",origin,phase-data,",,1.435,0.41,118.0,mb,earthquake,M 4.2 - Banda Sea
1.7,"9 km NW of Harding-Birch Lakes, Alaska",1645787268208,1645788016146,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222ksot1b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222ksot1b&format=geojson,,,,,automatic,0,44,ak,0222ksot1b,",ak0222ksot1b,",",ak,",",origin,",,,0.31,,ml,earthquake,"M 1.7 - 9 km NW of Harding-Birch Lakes, Alaska"
0.1,"29 km E of Herlong, California",1645787096534,1645843055853,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00834451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00834451&format=geojson,,,,,reviewed,0,0,nn,00834451,",nn00834451,",",nn,",",origin,phase-data,",3.0,0.057,0.1857,241.12,ml,earthquake,"M 0.1 - 29 km E of Herlong, California"
0.11,"51 km NNE of Chitina, Alaska",1645787064990,1645832521420,,https://earthquake.usgs.gov/earthquakes/eventpage/av91050273,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91050273&format=geojson,,,,,reviewed,0,0,av,91050273,",av91050273,",",av,",",origin,phase-data,",4.0,,0.07,247.0,ml,earthquake,"M 0.1 - 51 km NNE of Chitina, Alaska"
4.5,"52 km WNW of San Antonio de los Cobres, Argentina",1645787001055,1647077953040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h030,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h030&format=geojson,,,,,reviewed,0,312,us,6000h030,",us6000h030,",",us,",",origin,phase-data,",,1.645,0.55,63.0,mb,earthquake,"M 4.5 - 52 km WNW of San Antonio de los Cobres, Argentina"
1.9,"54 km S of Whites City, New Mexico",1645786880029,1646776688960,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022dxim,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022dxim&format=geojson,,,,,reviewed,0,56,tx,2022dxim,",tx2022dxim,",",tx,",",origin,phase-data,",15.0,0.09324911062,0.2,85.0,ml,earthquake,"M 1.9 - 54 km S of Whites City, New Mexico"
1.47,"7 km WNW of Entiat, Washington",1645785859870,1645817804460,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61818491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61818491&format=geojson,,,,,reviewed,0,33,uw,61818491,",uw61818491,",",uw,",",origin,phase-data,",17.0,0.06267,0.07,81.0,ml,earthquake,"M 1.5 - 7 km WNW of Entiat, Washington"
2.34,"9km ENE of Borrego Springs, CA",1645785565980,1645797827960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193336&format=geojson,,,,,reviewed,0,84,ci,40193336,",ci40193336,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",81.0,0.06443,0.2,28.0,ml,earthquake,"M 2.3 - 9km ENE of Borrego Springs, CA"
1.9,"48 km NW of Valdez, Alaska",1645785519610,1645786062402,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222ks9zyv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222ks9zyv&format=geojson,,,,,automatic,0,56,ak,0222ks9zyv,",ak0222ks9zyv,",",ak,",",origin,",,,0.85,,ml,earthquake,"M 1.9 - 48 km NW of Valdez, Alaska"
2.17,"4 km ESE of La Parguera, Puerto Rico",1645785495720,1645786106370,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71337228,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71337228&format=geojson,,,,,reviewed,0,72,pr,71337228,",pr71337228,",",pr,",",origin,phase-data,",7.0,,0.17,190.0,md,earthquake,"M 2.2 - 4 km ESE of La Parguera, Puerto Rico"
1.43,"10km ESE of Ojai, CA",1645785306680,1645815344911,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193328&format=geojson,,,,,reviewed,0,31,ci,40193328,",ci40193328,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.01242,0.26,51.0,ml,earthquake,"M 1.4 - 10km ESE of Ojai, CA"
1.49,"10km NW of Santa Paula, CA",1645784923450,1645814403288,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193320&format=geojson,,,,,reviewed,0,34,ci,40193320,",ci40193320,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.01428,0.24,49.0,ml,earthquake,"M 1.5 - 10km NW of Santa Paula, CA"
0.62,"6km NW of The Geysers, CA",1645784549150,1645790351178,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697746&format=geojson,,,,,automatic,0,6,nc,73697746,",nc73697746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01017,0.02,44.0,md,earthquake,"M 0.6 - 6km NW of The Geysers, CA"
2.48,"9 km NE of P?hala, Hawaii",1645784518160,1645827263050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72928957,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72928957&format=geojson,,,,,reviewed,0,95,hv,72928957,",hv72928957,",",hv,",",origin,phase-data,",47.0,,0.15,116.0,md,earthquake,"M 2.5 - 9 km NE of P?hala, Hawaii"
1.98,"7km NE of Lake Arrowhead, CA",1645784350770,1645813748070,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193312&format=geojson,,,,,reviewed,0,60,ci,40193312,",ci40193312,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",86.0,0.0964,0.13,41.0,ml,earthquake,"M 2.0 - 7km NE of Lake Arrowhead, CA"
0.7,"57 km NW of Beluga, Alaska",1645784273662,1645820488280,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222ks5il2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222ks5il2&format=geojson,,,,,reviewed,0,8,ak,0222ks5il2,",av91500051,ak0222ks5il2,",",av,ak,",",origin,phase-data,",,,0.23,,ml,earthquake,"M 0.7 - 57 km NW of Beluga, Alaska"
1.32,"3 km NNW of Renfrow, Oklahoma",1645784234939,1646069520075,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022dxha,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022dxha&format=geojson,,,,,reviewed,0,27,ok,2022dxha,",ok2022dxha,",",ok,",",origin,phase-data,",72.0,0.1691668037,0.31,86.0,ml,earthquake,"M 1.3 - 3 km NNW of Renfrow, Oklahoma"
1.33,"10km NW of Santa Paula, CA",1645784214450,1645813012933,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193304,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193304&format=geojson,,,,,reviewed,0,27,ci,40193304,",ci40193304,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.01107,0.29,59.0,ml,earthquake,"M 1.3 - 10km NW of Santa Paula, CA"
4.3,"91 km W of San Antonio de los Cobres, Argentina",1645783868498,1645785282040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h02n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h02n&format=geojson,,,,,reviewed,0,284,us,6000h02n,",us6000h02n,",",us,",",origin,phase-data,",,1.436,0.68,77.0,mb,earthquake,"M 4.3 - 91 km W of San Antonio de los Cobres, Argentina"
2.0,"13 km SW of Glacier View, Alaska",1645783649770,1645783958501,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222ks3c0h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222ks3c0h&format=geojson,,,,,automatic,0,62,ak,0222ks3c0h,",ak0222ks3c0h,",",ak,",",origin,",,,0.66,,ml,earthquake,"M 2.0 - 13 km SW of Glacier View, Alaska"
0.3,"62 km S of Silver Peak, Nevada",1645783125892,1645843054024,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00834449,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00834449&format=geojson,,,,,reviewed,0,1,nn,00834449,",nn00834449,",",nn,",",origin,phase-data,",7.0,0.085,0.1684,151.13,ml,earthquake,"M 0.3 - 62 km S of Silver Peak, Nevada"
0.81,"7km WNW of The Geysers, CA",1645782958830,1645787889923,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697736&format=geojson,,,,,automatic,0,10,nc,73697736,",nc73697736,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.002239,0.02,62.0,md,earthquake,"M 0.8 - 7km WNW of The Geysers, CA"
1.33,"5km ENE of Thousand Palms, CA",1645782162140,1645797894130,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193296&format=geojson,,,,,reviewed,0,27,ci,40193296,",ci40193296,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.03283,0.17,53.0,ml,earthquake,"M 1.3 - 5km ENE of Thousand Palms, CA"
0.98,"19 km W of Portage, Utah",1645781674810,1645806502120,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60483222,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60483222&format=geojson,,,,,reviewed,0,15,uu,60483222,",uu60483222,",",uu,",",origin,phase-data,",7.0,0.1249,0.05,121.0,md,earthquake,"M 1.0 - 19 km W of Portage, Utah"
2.1500001,"13 km SE of P?hala, Hawaii",1645781562620,1645781755630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72928922,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72928922&format=geojson,,,,,automatic,0,71,hv,72928922,",hv72928922,",",hv,",",origin,phase-data,",47.0,,0.140000001,184.0,md,earthquake,"M 2.2 - 13 km SE of P?hala, Hawaii"
1.83000004,"4 km SSE of P?hala, Hawaii",1645781318430,1645781504440,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72928917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72928917&format=geojson,,,,,automatic,0,52,hv,72928917,",hv72928917,",",hv,",",origin,phase-data,",31.0,,0.150000006,132.0,md,earthquake,"M 1.8 - 4 km SSE of P?hala, Hawaii"
4.8,"40 km NNW of Bima, Indonesia",1645780969081,1645781955040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h019,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h019&format=geojson,,,,,reviewed,0,354,us,6000h019,",us6000h019,",",us,",",origin,phase-data,",,1.054,1.18,46.0,mb,earthquake,"M 4.8 - 40 km NNW of Bima, Indonesia"
4.4,"100 km WNW of La Libertad, Mexico",1645780690185,1646021479301,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h018,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h018&format=geojson,2.0,3.4,,,reviewed,0,299,us,6000h018,",us6000h018,",",us,",",dyfi,origin,phase-data,",,1.344,0.68,150.0,mb,earthquake,"M 4.4 - 100 km WNW of La Libertad, Mexico"
0.69,"6km NNE of Pala, CA",1645780544250,1645797859181,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193280,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193280&format=geojson,,,,,reviewed,0,7,ci,40193280,",ci40193280,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.03373,0.19,72.0,ml,earthquake,"M 0.7 - 6km NNE of Pala, CA"
0.4,"10km S of Idyllwild, CA",1645780344470,1645812688429,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193272&format=geojson,,,,,reviewed,0,2,ci,40193272,",ci40193272,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03249,0.08,69.0,ml,earthquake,"M 0.4 - 10km S of Idyllwild, CA"
2.0,"36 km WNW of Valdez, Alaska",1645779951651,1645780241878,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222krhinp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222krhinp&format=geojson,,,,,automatic,0,62,ak,0222krhinp,",ak0222krhinp,",",ak,",",origin,",,,0.8,,ml,earthquake,"M 2.0 - 36 km WNW of Valdez, Alaska"
0.77,"5 km WNW of Dover, Oklahoma",1645779837070,1646065698882,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022dxep,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022dxep&format=geojson,,,,,reviewed,0,9,ok,2022dxep,",ok2022dxep,",",ok,",",origin,phase-data,",15.0,0.0413918775,0.14,122.0,ml,earthquake,"M 0.8 - 5 km WNW of Dover, Oklahoma"
4.6,"148 km NNW of Tobelo, Indonesia",1645779726767,1645789253040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h017&format=geojson,,,,,reviewed,0,326,us,6000h017,",us6000h017,",",us,",",origin,phase-data,",,2.198,0.46,117.0,mb,earthquake,"M 4.6 - 148 km NNW of Tobelo, Indonesia"
0.35,"6km NW of The Geysers, CA",1645779694790,1645782194408,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697731&format=geojson,,,,,automatic,0,2,nc,73697731,",nc73697731,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.004084,0.02,137.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
0.75,"4km WNW of The Geysers, CA",1645779324420,1645781535344,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697726&format=geojson,,,,,automatic,0,9,nc,73697726,",nc73697726,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.0105,0.03,111.0,md,earthquake,"M 0.8 - 4km WNW of The Geysers, CA"
0.47,"10km S of Idyllwild, CA",1645779292000,1645797878712,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193264,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193264&format=geojson,,,,,reviewed,0,3,ci,40193264,",ci40193264,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.05747,0.07,98.0,ml,earthquake,"M 0.5 - 10km S of Idyllwild, CA"
0.43,"4km WNW of The Geysers, CA",1645779158810,1645858454794,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697721&format=geojson,,,,,reviewed,0,3,nc,73697721,",nc73697721,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",4.0,0.009281,0.01,193.0,md,earthquake,"M 0.4 - 4km WNW of The Geysers, CA"
5.3,"134 km WNW of Naha, Japan",1645779053881,1646814818518,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h014,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h014&format=geojson,1.0,3.1,,,reviewed,0,432,us,6000h014,",us6000h014,usauto6000h014,",",us,usauto,",",dyfi,internal-moment-tensor,moment-tensor,origin,phase-data,",,1.619,0.56,38.0,mww,earthquake,"M 5.3 - 134 km WNW of Naha, Japan"
1.75,"6 km SSE of Tallaboa, Puerto Rico",1645778104470,1645791187090,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71337223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71337223&format=geojson,,,,,reviewed,0,47,pr,71337223,",pr71337223,",",pr,",",origin,phase-data,",11.0,,0.15,173.0,md,earthquake,"M 1.8 - 6 km SSE of Tallaboa, Puerto Rico"
0.98,"11km WSW of Morongo Valley, CA",1645777807340,1645817141210,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193256&format=geojson,,,,,reviewed,0,15,ci,40193256,",ci40193256,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.0456,0.14,52.0,ml,earthquake,"M 1.0 - 11km WSW of Morongo Valley, CA"
-0.64,"6 km NNE of Government Camp, Oregon",1645777804480,1645819564230,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61818476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61818476&format=geojson,,,,,reviewed,0,0,uw,61818476,",uw61818476,",",uw,",",origin,phase-data,",4.0,0.002665,0.09,225.0,md,earthquake,"M -0.6 - 6 km NNE of Government Camp, Oregon"
1.87,"2 km SSW of P?hala, Hawaii",1645777725280,1645777924210,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72928867,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72928867&format=geojson,,,,,automatic,0,54,hv,72928867,",hv72928867,",",hv,",",origin,phase-data,",32.0,,0.159999996,85.0,md,earthquake,"M 1.9 - 2 km SSW of P?hala, Hawaii"
4.9,south of Tonga,1645777534008,1646814383040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h016&format=geojson,,,,,reviewed,0,369,us,6000h016,",us6000h016,",",us,",",origin,phase-data,",,2.939,0.4,124.0,mb,earthquake,M 4.9 - south of Tonga
1.88,"3 km SSE of P?hala, Hawaii",1645777309540,1645777510050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72928862,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72928862&format=geojson,,,,,automatic,0,54,hv,72928862,",hv72928862,",",hv,",",origin,phase-data,",36.0,,0.129999995,101.0,md,earthquake,"M 1.9 - 3 km SSE of P?hala, Hawaii"
0.85,"8km NW of The Geysers, CA",1645777148060,1645778415028,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73697701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73697701&format=geojson,,,,,automatic,0,11,nc,73697701,",nc73697701,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01259,0.01,84.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
1.9,"14 km SSE of Sunrise, Alaska",1645776586697,1645776825744,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0222kqwxji,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0222kqwxji&format=geojson,,,,,automatic,0,56,ak,0222kqwxji,",ak0222kqwxji,",",ak,",",origin,",,,0.75,,ml,earthquake,"M 1.9 - 14 km SSE of Sunrise, Alaska"
4.2,"96 km W of San Antonio de los Cobres, Argentina",1645776538893,1646814295040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h00y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h00y&format=geojson,,,,,reviewed,0,271,us,6000h00y,",us6000h00y,",",us,",",origin,phase-data,",,1.585,0.79,90.0,mb,earthquake,"M 4.2 - 96 km W of San Antonio de los Cobres, Argentina"
0.72,"8 km W of Mossyrock, Washington",1645775920800,1645819232770,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61818471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61818471&format=geojson,,,,,reviewed,0,8,uw,61818471,",uw61818471,",",uw,",",origin,phase-data,",12.0,0.03023,0.1,180.0,ml,earthquake,"M 0.7 - 8 km W of Mossyrock, Washington"
0.54,"18 km ESE of Royal City, Washington",1645775278440,1645818890400,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61818466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61818466&format=geojson,,,,,reviewed,0,4,uw,61818466,",uw61818466,",",uw,",",origin,phase-data,",10.0,0.02673,0.09,102.0,ml,earthquake,"M 0.5 - 18 km ESE of Royal City, Washington"
2.54,"17km E of Ocotillo, CA",1645774728150,1646814132040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40193240,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40193240&format=geojson,1.0,2.2,,,reviewed,0,99,ci,40193240,",ci40193240,us6000h00x,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",56.0,0.0942,0.27,104.0,ml,earthquake,"M 2.5 - 17km E of Ocotillo, CA"
0.85,"8 km ENE of Port Angeles East, Washington",1645774521950,1645817287370,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61818461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61818461&format=geojson,,,,,reviewed,0,11,uw,61818461,",uw61818461,",",uw,",",origin,phase-data,",14.0,0.1424,0.19,90.0,ml,earthquake,"M 0.9 - 8 km ENE of Port Angeles East, Washington"
